"accelRating","age","agilityRating","awareRating","bCVRating","bigHitTrait","birthDay","birthMonth","birthYear","blockShedRating","breakSackRating","breakTackleRating","cITRating","capHit","capReleaseNetSavings","capReleasePenalty","carryRating","catchRating","clutchTrait","college","confRating","contractBonus","contractLength","contractSalary","contractYearsLeft","coverBallTrait","dLBullRushTrait","dLSpinTrait","dLSwimTrait","desiredBonus","desiredLength","desiredSalary","devTrait","draftPick","draftRound","dropOpenPassTrait","durabilityGrade","elusiveRating","experiencePoints","feetInBoundsTrait","fightForYardsTrait","finesseMovesRating","firstName","forcePassTrait","hPCatchTrait","height","highMotorTrait","hitPowerRating","homeState","homeTown","impactBlockRating","injuryLength","injuryRating","injuryType","intangibleGrade","isActive","isFreeAgent","isOnIR","isOnPracticeSquad","jerseyNum","jukeMoveRating","jumpRating","kickAccRating","kickPowerRating","kickRetRating","lBStyleTrait","lastName","leadBlockRating","legacyScore","manCoverRating","passBlockFinesseRating","passBlockPowerRating","passBlockRating","penaltyTrait","physicalGrade","playActionRating","playBallTrait","playRecRating","playerBestOvr","playerSchemeOvr","portraitId","posCatchTrait","position","powerMovesRating","predictTrait","presentationId","pressRating","productionGrade","pursuitRating","qBStyleTrait","reSignStatus","releaseRating","rookieYear","rosterId","routeRunDeepRating","routeRunMedRating","routeRunShortRating","runBlockFinesseRating","runBlockPowerRating","runBlockRating","runStyle","scheme","sensePressureTrait","sizeGrade","skillPoints","specCatchRating","speedRating","spinMoveRating","staminaRating","stiffArmRating","strengthRating","stripBallTrait","tackleRating","teamId","teamSchemeOvr","throwAccDeepRating","throwAccMidRating","throwAccRating","throwAccShortRating","throwAwayTrait","throwOnRunRating","throwPowerRating","throwUnderPressureRating","tightSpiralTrait","toughRating","truckRating","weight","yACCatchTrait","yearsPro","zoneCoverRating","team"
87,23,84,69,90,0,21,5,1996,23,85,75,20,5130000,1760000,10110000,60,33,0,"Wyoming",40,13480000,4,7700000,3,4,0,0,0,0,0,0,1,8,2,0,0,80,6344,0,1,9,"Josh",2,0,77,1,11,4,"Firebaugh",26,0,87,97,79,true,false,false,false,17,84,83,14,22,13,1,"Allen",17,0,12,10,15,14,1,94,82,1,15,80,80,8800,0,"QB",9,0,13197,9,57,33,0,11,18,2019,544604321,13,15,20,10,10,17,1,3,0,99,0,17,84,62,93,64,72,0,32,778043396,79,81,82,78,79,1,85,99,74,1,88,58,233,0,1,18,"Bills"
91,30,93,80,74,0,6,6,1989,53,15,65,65,4100000,2560000,3080000,66,65,0,"Nebraska",50,3080000,2,5900000,2,3,0,0,0,0,0,0,0,20,2,1,0,75,29271,0,0,66,"Prince",2,0,72,1,65,20,"Boston",54,0,88,97,80,true,false,false,false,39,84,91,15,22,55,1,"Amukamara",14,750,78,35,35,35,0,90,6,1,81,80,80,4319,0,"CB",46,0,10766,79,45,76,0,11,35,2011,544604337,3,10,20,35,35,35,3,9,1,98,0,66,90,80,92,30,69,0,63,778043396,80,6,6,32,6,0,6,30,12,0,70,35,202,0,8,82,"Bills"
78,28,64,72,63,0,8,9,1990,28,60,38,23,920000,920000,0,71,37,0,"USC",50,0,3,2770000,2,4,0,0,0,0,0,0,0,2,5,0,0,37,15689,0,0,10,"Matt",1,0,74,0,12,4,"Newport Beach",30,0,87,97,66,true,false,false,false,5,61,72,25,25,10,1,"Barkley",20,0,15,15,25,19,1,80,79,1,15,69,69,5677,0,"QB",10,0,116,10,47,35,0,11,12,2013,544604404,13,14,23,20,25,15,1,0,2,97,0,28,73,59,95,44,63,0,25,778043396,66,76,80,79,84,1,82,85,74,1,87,32,227,0,6,20,"Bills"
89,30,93,86,81,0,26,4,1989,49,25,75,82,5470000,3520000,3900000,77,85,0,"SMU",40,5850000,3,10800000,2,4,0,0,0,0,0,0,0,0,64,0,0,78,33728,1,1,10,"Cole",2,1,68,1,15,42,"Little Elm",41,0,91,97,77,true,false,false,false,83,77,90,24,28,77,1,"Beasley",21,20,15,15,15,32,1,88,15,1,35,79,79,5685,0,"WR",10,0,11791,15,31,66,0,11,75,2012,544604431,77,81,88,12,16,55,3,2,1,98,0,83,87,82,94,43,61,0,39,778043396,77,24,28,28,34,0,36,35,25,0,88,44,180,1,7,25,"Bills"
83,27,53,76,10,0,30,6,1992,18,12,9,15,2040000,1540000,500000,32,30,0,"North Carolina",50,1000000,2,3000000,1,2,0,0,0,0,0,0,0,12,5,0,0,15,11260,0,0,10,"Russell",2,0,75,0,15,45,"Scottsville",83,0,93,97,69,true,false,false,false,66,10,78,22,21,10,1,"Bodine",70,0,20,74,78,77,1,86,6,1,14,72,72,6348,0,"C",10,0,10816,10,85,23,0,0,15,2014,544604486,5,5,15,74,71,73,1,3,1,92,0,15,66,10,83,10,90,0,29,778043396,69,6,6,21,6,0,6,15,15,0,85,19,308,0,5,19,"Bills"
74,23,63,48,15,0,13,9,1995,24,16,10,10,300000,300000,0,33,24,0,"New Mexico",50,0,2,690000,2,4,0,0,0,0,0,0,0,0,64,0,0,13,4439,0,0,10,"Corey",2,0,72,0,15,4,"Bellflower",18,0,87,97,61,true,false,false,false,9,10,44,77,94,10,1,"Bojorquez",14,5,12,17,19,17,1,94,14,1,13,72,72,9325,0,"P",10,0,13684,10,12,23,1,11,12,2019,544604491,10,12,14,18,18,19,1,3,1,99,0,12,70,10,86,15,41,0,28,778043396,61,20,25,45,30,0,19,34,20,0,61,17,208,0,1,17,"Bills"
90,29,89,85,89,0,3,4,1990,35,22,85,77,4430000,2930000,3000000,75,80,0,"Pittsburg St.",46,4500000,3,9000000,2,4,0,0,0,0,0,0,0,28,4,0,0,89,27537,1,0,10,"John",2,1,71,1,12,8,"Homestead",45,0,87,97,79,true,false,false,false,84,90,91,30,30,81,1,"Brown",25,50,10,20,23,30,1,90,6,1,20,79,79,6363,0,"WR",10,0,10839,15,63,35,0,11,73,2014,544604574,85,83,80,31,38,47,8,5,1,98,0,83,94,83,88,47,41,0,25,778043396,79,6,10,35,15,0,10,35,24,0,65,39,179,1,5,35,"Bills"
89,30,78,78,82,0,13,2,1989,45,12,67,83,6730000,4730000,2000000,78,78,0,"Tulsa",42,8000000,4,15000000,1,4,0,0,0,6940000,4,12200000,0,10,7,0,0,67,44094,1,0,25,"Charles",2,0,75,0,30,3,"Little Rock",65,0,97,97,68,true,false,false,false,85,79,68,26,26,20,1,"Clay",47,550,15,64,66,69,1,76,6,1,15,79,79,4351,1,"TE",25,0,10612,10,53,55,0,2,64,2011,544604716,69,73,77,56,52,58,1,0,1,99,0,81,81,73,91,72,74,0,40,778043396,68,6,6,30,6,0,6,35,16,0,84,79,255,1,8,20,"Bills"
82,23,70,51,35,0,10,11,1995,69,12,20,18,0,0,0,41,45,0,"North Carolina",50,0,0,0,0,3,0,0,1,0,1,660000,0,0,64,0,0,35,4377,0,0,59,"Cayson",2,0,73,1,73,32,"Charlotte",69,0,84,97,54,true,false,false,true,55,42,80,12,18,11,2,"Collins",18,6,52,45,45,45,1,76,6,1,51,62,62,0,0,"ROLB",53,0,13619,38,12,79,1,11,10,2019,544604750,5,10,12,45,45,45,3,13,1,85,0,15,79,33,83,42,70,0,78,778043396,54,6,6,20,6,0,6,24,10,0,87,39,230,0,1,60,"Bills"
86,25,78,73,71,0,28,2,1994,41,13,71,77,530000,530000,0,69,79,0,"Tennessee",52,0,2,1050000,1,3,0,0,0,0,0,0,0,0,64,1,0,71,13355,0,1,10,"Jason",2,1,77,1,35,9,"Norcross",66,0,82,97,62,true,false,false,false,80,73,82,19,15,8,1,"Croom",51,0,13,55,58,59,1,76,6,1,17,74,74,9165,1,"TE",10,0,12893,10,34,37,0,0,68,2017,544604806,57,62,66,56,51,57,12,5,1,99,0,81,83,69,85,63,72,0,37,778043396,62,6,10,25,15,0,10,25,10,0,83,68,246,0,2,22,"Bills"
80,25,64,80,17,0,26,4,1994,27,12,8,10,1110000,820000,580000,28,37,0,"Temple",40,1160000,4,3010000,2,4,0,0,0,0,0,0,0,32,3,0,0,18,6847,0,0,10,"Dion",2,0,77,1,40,29,"Rahway",82,0,89,97,78,true,false,false,false,73,22,64,22,24,10,1,"Dawkins",84,0,12,82,79,83,1,86,6,1,13,80,80,8529,0,"LG",10,0,12622,10,69,24,0,11,19,2017,544604867,10,14,21,82,77,82,5,4,1,99,0,12,69,11,92,27,90,0,31,778043396,78,6,6,25,6,0,6,23,14,0,86,33,320,0,2,15,"Bills"
84,30,73,80,68,0,30,4,1989,35,12,50,55,1460000,960000,1000000,74,63,0,"South Carolina",50,2000000,4,4200000,2,4,0,0,0,0,0,0,1,0,64,0,0,64,20876,0,1,35,"Patrick",2,0,73,1,35,8,"Altamonte Springs",60,0,92,97,65,true,false,false,false,42,72,73,22,19,50,1,"DiMarco",76,753,15,43,48,68,2,66,10,1,20,67,67,6772,0,"FB",30,0,11866,20,50,50,0,11,50,2011,544604899,36,44,54,48,53,60,1,3,1,94,0,49,75,73,86,70,74,0,45,778043396,65,10,15,25,20,0,10,30,15,0,88,73,234,0,8,20,"Bills"
78,31,56,67,10,0,15,10,1987,39,12,10,10,1130000,1050000,80000,25,12,0,"Massachusetts",50,240000,3,3000000,1,4,0,0,0,0,0,0,0,30,3,0,0,20,49865,0,0,10,"Vladimir",2,0,77,1,32,6,"Stamford",71,0,89,97,66,true,false,false,false,62,10,55,21,22,10,1,"Ducasse",52,0,12,71,76,73,0,83,6,1,10,67,67,1000,0,"LG",10,0,9814,10,85,25,0,0,12,2010,544604931,5,5,10,74,72,73,5,4,1,99,0,12,60,10,76,14,90,0,32,778043396,66,6,6,30,6,0,6,25,16,0,92,10,325,0,9,12,"Bills"
87,21,89,78,40,0,2,5,1998,88,12,29,36,3040000,1220000,5460000,48,52,0,"Virginia Tech",34,7280000,4,5370000,3,3,1,1,1,0,0,0,1,17,2,0,0,37,2413,0,0,73,"Tremaine",2,0,77,1,84,45,"Danville",73,0,93,97,79,true,false,false,false,49,50,83,14,20,10,2,"Edmunds",17,238,61,45,45,45,1,85,6,1,76,80,80,8875,0,"MLB",61,0,13119,37,77,88,0,11,15,2019,544604954,5,5,15,45,45,45,13,12,1,99,0,48,87,43,88,39,75,1,84,778043396,79,6,6,29,6,0,6,18,10,0,88,28,250,0,1,74,"Bills"
76,24,59,57,10,0,7,1,1995,25,12,5,15,0,0,0,39,35,0,"UCF",50,0,0,0,0,4,0,0,0,0,1,1010000,0,0,64,0,0,10,1417,0,0,10,"Aaron",2,0,76,1,20,8,"Seffner",73,0,85,97,63,true,false,false,true,63,10,64,12,14,10,1,"Evans",65,0,12,70,72,71,1,78,6,1,28,63,63,0,0,"LG",10,0,13666,10,85,30,0,11,15,2019,544604994,5,5,15,70,73,72,5,4,1,99,0,15,62,10,80,10,82,0,35,778043396,63,6,6,11,6,0,6,11,10,0,82,25,325,0,1,13,"Bills"
87,27,84,81,61,0,15,7,1992,62,18,29,51,3680000,2180000,7500000,58,64,0,"Notre Dame",50,7500000,5,19750000,5,3,0,0,0,0,0,0,2,0,64,0,0,44,2366,0,0,56,"Matthias",2,0,71,0,72,32,"Charlotte",55,0,90,97,82,true,false,false,false,41,62,83,19,23,63,1,"Farley",10,410,82,35,35,35,1,82,6,2,81,82,82,8320,0,"SS",52,0,12435,65,50,88,0,11,15,2016,544605013,10,10,15,35,35,35,3,8,1,78,0,60,89,60,88,57,73,0,76,778043396,82,6,6,22,6,0,6,26,13,0,85,55,210,0,3,76,"Bills"
91,25,86,75,78,0,7,5,1994,26,22,70,78,3560000,2140000,4260000,72,82,0,"Alabama",50,4260000,4,9030000,3,4,0,0,0,0,0,0,0,0,64,1,0,75,9085,0,0,11,"Robert",2,0,74,1,15,37,"Monaca",47,0,88,97,73,true,false,false,false,16,81,81,14,16,45,1,"Foster",25,0,16,19,21,38,1,89,6,1,21,73,73,8891,0,"WR",11,0,13399,16,12,30,0,11,70,2019,544605061,77,75,70,27,34,42,3,3,1,96,0,79,93,74,89,54,55,0,28,778043396,73,6,10,22,15,0,10,29,22,0,81,43,196,1,1,24,"Bills"
89,23,85,57,78,0,22,12,1995,26,18,70,81,0,0,0,75,82,0,"Northern Iowa",50,0,0,0,0,4,0,0,0,0,1,1920000,0,23,6,1,0,67,2361,0,0,10,"Reece",2,1,73,1,18,48,"Madison",55,0,90,97,68,true,false,false,true,10,78,96,13,18,55,1,"Fountain",35,0,15,20,24,28,1,87,6,1,17,70,70,0,0,"WR",10,0,13272,16,12,31,0,11,71,2019,544605062,69,77,78,27,32,42,3,0,1,93,0,84,89,71,89,65,55,0,30,778043396,68,10,15,31,20,0,10,28,17,0,84,64,210,1,1,19,"Bills"
64,35,59,65,10,0,28,1,1984,13,21,16,15,1210000,410000,2400000,40,30,1,"Memphis",50,2400000,3,1650000,3,4,0,0,0,0,0,0,1,22,5,0,0,31,29084,0,0,10,"Stephen",2,0,73,1,12,23,"Madison",21,0,88,97,75,true,false,false,false,3,10,40,87,96,10,1,"Gostkowski",16,6940,12,16,16,16,1,96,20,1,10,81,81,1274,0,"K",10,0,27420,10,12,15,0,11,15,2006,544605165,15,15,15,17,17,21,5,6,1,99,0,15,60,10,87,10,50,0,13,778043396,75,25,30,22,35,0,20,27,24,0,60,10,215,0,13,12,"Bills"
84,31,81,90,52,1,3,4,1988,87,12,26,15,1580000,1580000,0,22,26,1,"Michigan",42,0,5,11000000,4,3,1,1,1,0,0,0,1,14,2,0,0,36,1605,0,0,85,"Brandon",2,0,74,1,89,21,"Detroit",93,0,93,97,91,true,false,false,false,91,47,77,12,14,10,1,"Graham",23,1346,22,45,45,45,1,82,6,1,87,91,91,1280,0,"LE",91,0,9837,20,82,92,0,11,25,2010,544605169,4,8,15,45,45,45,5,8,1,75,0,20,79,34,84,48,85,1,91,778043396,91,6,6,15,6,0,6,12,14,0,79,37,265,0,9,29,"Bills"
65,34,64,62,10,0,29,6,1985,12,15,5,10,1880000,880000,1000000,35,30,0,"N.C. State",50,3000000,3,2350000,1,4,0,0,0,460000,1,1250000,1,0,64,0,0,15,38474,0,0,10,"Stephen",2,0,76,0,12,20,"Needham",15,0,90,97,75,true,false,false,false,4,10,35,89,92,10,1,"Hauschka",15,1645,15,15,16,19,1,92,20,1,31,77,77,1438,0,"K",10,0,29981,10,12,12,0,2,12,2008,544605277,10,10,10,20,15,18,1,4,1,99,0,12,65,10,80,10,55,0,15,778043396,75,25,25,25,33,0,20,22,16,0,65,10,210,0,11,15,"Bills"
86,31,80,85,37,0,13,8,1988,89,12,32,25,6400000,2150000,4250000,45,40,0,"TCU",50,17000000,4,6000000,1,3,0,1,1,5710000,3,14970000,1,32,2,0,0,42,31238,0,0,87,"Jerry",2,0,74,1,68,42,"Sugarland",78,0,91,97,83,true,false,false,false,55,45,85,25,26,10,0,"Hughes",18,354,47,45,45,45,0,82,6,1,88,83,83,1563,0,"RE",75,0,9840,45,20,84,0,2,32,2010,544605391,10,14,21,45,45,45,5,11,1,97,0,30,81,35,84,40,76,1,80,778043396,83,6,6,40,6,0,6,13,13,0,97,10,254,0,9,55,"Bills"
89,28,90,87,83,0,31,12,1990,55,14,59,48,3720000,2120000,4800000,74,73,1,"Iowa",42,8000000,5,12000000,3,3,0,0,0,0,0,0,0,27,6,0,0,74,17022,1,0,49,"Micah",2,0,72,1,45,34,"Fostoria",57,0,93,97,88,true,false,false,false,23,84,83,38,45,83,1,"Hyde",12,1059,85,35,35,35,1,80,6,2,88,88,88,6261,0,"FS",36,0,11903,83,81,81,0,11,25,2013,544605413,18,23,33,35,35,35,8,12,1,95,0,64,88,74,90,45,58,0,72,778043396,88,6,6,30,6,0,6,30,25,0,69,33,197,0,6,88,"Bills"
87,31,81,76,80,0,22,3,1988,25,24,74,56,1300000,100000,1200000,79,64,0,"Tiffin",50,2400000,2,200000,1,4,0,0,0,0,0,0,0,0,64,0,0,68,31208,0,1,10,"Chris",2,0,72,0,20,42,"Longview",20,0,83,97,71,true,false,false,false,33,81,72,25,25,62,1,"Ivory",35,75,13,34,39,46,1,84,10,1,15,71,71,4699,0,"HB",10,0,10055,20,12,55,0,0,54,2010,544605432,44,52,59,30,30,40,1,5,1,88,0,58,87,84,82,84,82,0,35,778043396,71,10,10,36,10,0,10,36,16,0,69,87,223,0,9,25,"Bills"
92,23,86,76,63,0,27,7,1996,62,10,50,62,710000,550000,480000,58,68,0,"Weber State",50,640000,4,2420000,3,4,0,0,0,0,0,0,0,22,5,0,0,67,2537,0,0,36,"Taron",2,0,71,0,48,4,"Sacramento",45,0,87,97,75,true,false,false,false,24,73,80,11,10,38,1,"Johnson",15,14,76,35,40,10,1,87,6,0,75,75,75,8949,0,"CB",29,0,13348,75,46,80,0,11,28,2019,544605521,24,31,38,35,35,40,8,13,1,99,0,62,89,65,88,31,58,0,61,778043396,75,6,6,25,6,0,6,25,11,0,73,22,192,0,1,78,"Bills"
91,24,86,87,81,0,30,3,1995,27,22,76,86,1620000,850000,1540000,75,89,0,"East Carolina",40,3080000,4,3720000,2,4,0,0,0,0,0,0,0,6,3,0,0,70,6900,1,1,22,"Zay",2,1,74,1,37,42,"Dallas",49,0,94,97,78,true,false,false,false,11,76,87,17,22,81,1,"Jones",29,0,15,23,25,38,1,89,19,1,17,81,81,8611,0,"WR",18,0,12564,20,24,23,0,11,78,2017,544605570,73,81,79,12,22,60,11,5,1,95,0,90,90,70,92,79,76,0,34,778043396,78,25,29,30,34,0,34,38,20,0,90,69,200,1,2,24,"Bills"
81,29,63,82,15,0,29,12,1989,20,12,9,25,3250000,2140000,3330000,40,40,0,"Kent State",39,3330000,3,8550000,3,4,0,0,0,0,0,0,1,0,64,0,0,15,14132,0,0,10,"Josh",2,0,75,1,20,12,"Hoffman Estates",82,0,90,97,74,true,false,false,false,64,14,76,20,21,10,1,"Kline",83,73,12,78,81,78,1,81,6,1,15,76,76,6832,0,"RG",10,0,14930,10,65,29,0,11,15,2013,544605649,6,10,20,73,72,74,1,6,1,85,0,35,69,10,82,30,83,0,39,778043396,74,6,6,30,6,0,6,30,12,0,74,20,300,0,6,15,"Bills"
87,26,80,70,75,0,15,10,1992,42,13,68,81,880000,530000,700000,76,80,0,"Rutgers",51,1050000,3,1620000,2,4,0,0,0,0,0,0,0,22,4,0,0,65,12129,0,0,30,"Tyler",2,0,78,1,25,37,"Downingtown",64,0,85,97,63,true,false,false,false,81,74,84,21,22,10,1,"Kroft",49,0,10,54,56,57,1,75,6,1,22,77,77,7206,1,"TE",20,0,2480,25,24,35,0,11,81,2015,544605662,65,70,74,53,60,61,1,0,1,99,0,77,81,69,84,72,69,0,35,778043396,63,6,10,35,15,0,10,40,16,0,62,63,250,1,4,25,"Bills"
88,29,78,56,46,0,18,7,1990,68,13,18,55,600000,600000,0,58,62,0,"West Alabama",50,0,2,1200000,1,2,0,0,0,0,0,0,0,0,64,0,0,33,18144,0,0,72,"Deon",2,0,75,0,76,0,"Brighton",69,0,84,97,62,true,false,false,false,44,43,79,15,20,30,2,"Lacey",17,4,64,45,45,45,1,82,15,1,56,67,67,9222,0,"ROLB",63,0,12982,52,12,75,0,0,17,2016,544605668,7,14,24,45,45,45,3,8,1,99,0,51,86,35,90,39,74,0,74,778043396,62,10,10,30,15,0,15,30,14,0,77,29,235,0,3,72,"Bills"
87,25,78,77,35,0,17,6,1994,87,12,19,17,3050000,1650000,1400000,26,45,0,"Clemson",39,5600000,4,4600000,1,3,1,0,1,10400000,5,27430000,0,20,2,0,0,29,4035,0,0,63,"Shaq",2,0,75,0,84,39,"Central",78,0,84,97,85,true,false,false,false,90,26,83,19,20,9,0,"Lawson",18,279,56,45,45,45,1,84,6,0,77,85,85,8107,0,"LE",79,0,17551,22,61,85,0,2,17,2016,544605708,3,7,14,45,44,45,2,11,1,90,0,17,82,27,80,40,87,0,90,778043396,85,6,6,20,6,0,6,22,10,0,84,32,263,0,3,61,"Bills"
73,29,72,77,25,1,20,12,1989,73,12,10,30,6680000,4080000,10400000,55,37,0,"Utah",50,13000000,5,23000000,4,4,1,0,1,0,0,0,0,15,2,0,0,15,20655,0,0,54,"Star",2,0,74,0,87,43,"South Jordan",87,0,88,97,68,true,false,false,false,98,30,70,27,28,10,0,"Lotulelei",37,760,15,45,45,45,1,82,6,1,77,79,79,5954,0,"DT",77,0,1014,20,25,78,0,11,15,2013,544605772,3,7,15,45,45,45,5,8,1,95,0,25,58,35,84,45,96,0,86,778043396,68,6,6,25,6,0,6,29,16,0,93,33,315,0,6,24,"Bills"
91,23,87,50,60,0,12,9,1995,41,14,54,35,0,0,0,60,57,0,"Toledo",50,0,0,0,0,2,0,0,0,0,1,770000,0,0,64,0,0,63,1604,0,0,45,"Trevon",2,0,72,1,47,37,"Pittsburgh",48,0,86,97,61,true,false,false,true,46,74,89,15,17,45,1,"Mathis",18,0,69,35,35,35,1,87,6,2,50,62,62,0,0,"CB",35,0,13517,66,45,66,0,11,21,2019,544605845,11,14,24,35,35,35,3,10,1,98,0,60,87,65,91,38,54,0,55,778043396,61,6,6,36,6,0,6,36,10,0,79,36,180,0,1,67,"Bills"
91,22,87,53,83,0,15,10,1996,45,13,81,81,610000,580000,90000,66,84,0,"Clemson",50,120000,4,2420000,3,4,0,0,0,0,0,0,0,14,7,0,0,81,7209,0,1,19,"Ray-Ray",2,0,69,1,31,8,"Tampa",43,0,91,97,66,true,false,false,false,14,87,83,13,19,81,1,"McCloud III",26,0,56,15,20,32,1,87,6,1,50,69,69,8983,0,"WR",13,0,13362,52,12,61,0,11,62,2019,544605881,69,71,77,33,39,51,1,5,1,97,0,77,89,67,88,60,51,0,48,778043396,66,6,10,32,15,0,10,22,15,0,84,61,190,1,1,60,"Bills"
92,31,92,81,81,0,12,7,1988,25,21,81,76,11910000,9290000,2620000,81,70,1,"Pittsburgh",50,13100000,5,31900000,1,4,0,0,0,5480000,3,9030000,0,22,3,0,0,82,28365,0,0,10,"LeSean",2,0,71,1,20,37,"Harrisburg",35,0,81,97,59,true,false,false,false,25,84,89,21,11,25,1,"McCoy",37,5925,13,40,45,54,2,86,15,1,12,80,80,2049,0,"HB",10,0,20093,20,16,39,0,2,72,2009,544605888,63,72,76,32,30,39,4,6,1,77,0,72,89,83,92,65,66,0,28,778043396,59,20,30,40,35,0,15,30,22,0,84,51,208,0,10,12,"Bills"
93,24,96,67,82,0,9,4,1995,22,22,74,73,3390000,2060000,3990000,61,82,0,"Georgia",50,3990000,4,8760000,3,4,0,0,0,0,0,0,0,29,6,0,0,77,7556,0,0,10,"Isaiah",2,0,68,0,16,8,"Miami",43,0,87,97,73,true,false,false,false,19,88,86,20,21,81,1,"McKenzie",23,0,15,19,18,34,1,91,6,1,20,73,73,8659,0,"WR",10,0,12702,15,12,33,0,11,74,2017,544605920,74,75,74,12,17,34,8,3,1,99,0,77,92,86,88,35,55,0,22,778043396,73,6,10,32,15,0,10,37,20,0,67,24,173,1,2,24,"Bills"
87,25,75,80,61,0,28,7,1994,82,12,29,44,620000,560000,120000,48,60,0,"Boston College",42,240000,4,2350000,2,3,0,0,1,0,0,0,1,20,6,0,0,44,3692,0,0,63,"Matt",2,0,72,1,82,8,"Orlando",83,0,94,97,82,true,false,false,false,58,52,84,20,20,10,2,"Milano",23,276,71,45,45,45,1,82,6,0,82,82,82,8664,0,"LOLB",51,0,12781,45,77,85,0,11,14,2017,544605954,6,12,22,45,45,45,3,9,1,75,0,42,83,38,89,54,78,0,82,778043396,82,6,6,25,6,0,6,25,13,0,86,39,223,0,2,76,"Bills"
76,27,58,83,10,0,21,4,1992,20,12,5,15,5370000,3190000,4360000,40,40,0,"Missouri",40,6540000,3,9810000,2,4,0,0,0,0,0,0,0,18,3,0,0,10,19896,0,0,10,"Mitch",2,0,78,1,20,42,"Austin",87,0,87,97,81,true,false,false,false,61,10,80,25,25,10,1,"Morse",86,0,12,82,84,82,1,88,6,1,15,81,81,7245,0,"LT",10,0,2522,10,72,20,0,11,15,2015,544606004,5,5,15,77,79,79,5,2,1,99,0,15,68,10,82,30,92,0,30,778043396,81,6,6,30,6,0,6,30,14,0,85,20,305,0,4,15,"Bills"
88,28,77,82,45,0,22,12,1990,78,12,10,32,5510000,3760000,3500000,60,47,0,"Stanford",50,5250000,3,12000000,2,4,1,0,1,0,0,0,0,16,3,1,0,18,17095,0,0,74,"Trent",2,0,78,1,83,2,"Scottsdale",81,0,90,97,80,true,false,false,false,93,35,86,32,14,10,1,"Murphy",21,50,56,45,45,45,2,82,6,0,83,82,82,6535,0,"LE",83,0,12363,33,30,84,0,11,20,2014,544606024,5,5,15,45,45,45,5,13,1,99,0,30,77,40,83,40,83,1,80,778043396,80,6,6,17,6,0,6,18,18,0,88,38,259,0,5,68,"Bills"
77,33,62,87,15,0,27,10,1985,15,12,10,15,4480000,2670000,3620000,25,40,0,"Texas State",50,5430000,3,8190000,2,4,0,0,0,0,0,0,0,0,64,0,0,20,46318,0,0,15,"Ty",2,0,80,0,15,42,"Arlington",72,0,85,97,72,true,false,false,false,77,20,73,25,25,10,1,"Nsekhe",76,73,12,76,76,75,1,79,6,1,10,73,73,6666,0,"RT",15,0,11827,10,85,21,0,11,20,2013,544606078,5,5,10,77,77,74,5,4,1,99,0,15,72,22,77,15,83,0,38,778043396,72,6,6,24,6,0,6,24,15,0,74,25,330,0,6,15,"Bills"
81,23,63,70,30,0,25,1,1996,84,12,24,22,790000,600000,570000,26,27,0,"Stanford",51,760000,4,2630000,3,4,1,0,1,0,0,0,1,33,4,0,0,24,1229,0,0,70,"Harrison",2,0,76,1,78,26,"Omaha",81,0,88,97,71,true,false,false,false,99,26,78,11,17,10,0,"Phillips",32,0,19,45,45,45,1,82,6,1,67,78,78,9022,0,"DT",80,0,13115,11,54,78,0,11,15,2019,544606199,3,7,15,45,45,45,13,8,1,99,0,18,65,19,94,34,92,0,82,778043396,71,6,6,24,6,0,6,26,15,0,91,38,307,0,1,27,"Bills"
93,28,88,84,60,0,25,4,1991,62,15,30,45,2040000,1170000,1740000,65,72,0,"Oregon State",38,3480000,4,5150000,2,3,0,0,0,0,0,0,3,13,8,0,0,45,11088,0,0,54,"Jordan",2,0,72,1,68,36,"Dallas",57,0,87,97,86,true,false,false,false,21,66,79,25,25,65,1,"Poyer",12,660,80,35,35,35,1,80,6,2,82,87,87,6322,0,"SS",46,0,12280,80,56,89,0,11,15,2013,544606227,20,25,35,35,35,35,8,12,1,66,0,65,87,65,93,15,66,0,76,778043396,86,6,6,30,6,0,6,30,19,0,74,25,191,0,6,90,"Bills"
74,24,58,53,10,0,3,10,1994,35,12,8,25,760000,760000,0,38,22,0,"Nebraska",50,0,2,1520000,1,4,0,0,0,0,0,0,0,0,64,0,0,15,9097,0,0,15,"Givens",2,0,76,0,50,42,"Houston",71,0,85,97,61,true,false,false,false,78,10,77,21,22,10,1,"Price",70,136,13,69,72,71,1,76,6,1,52,61,61,8182,0,"RG",25,0,17882,10,85,29,0,0,40,2016,544606235,5,5,15,68,71,71,5,6,4,99,0,15,70,10,84,19,80,0,50,778043396,61,6,6,22,6,0,6,30,10,0,78,23,310,0,3,15,"Bills"
86,28,85,68,52,0,2,9,1990,68,12,50,35,1340000,1170000,170000,68,60,0,"Wagner College",52,340000,2,2300000,1,3,0,1,1,0,0,0,0,0,64,0,0,65,8280,0,0,61,"Julian",2,0,73,0,77,6,"Bloomfield",74,0,87,97,66,true,false,false,false,51,66,97,14,15,10,2,"Stanford",14,3,49,45,45,45,1,83,6,1,70,67,67,6093,0,"MLB",51,0,11809,55,60,78,0,0,25,2012,544606567,5,5,15,45,45,45,5,8,1,95,0,25,86,60,78,40,78,0,79,778043396,66,6,6,32,6,0,6,35,16,0,69,35,230,0,7,62,"Bills"
